field,query,expected,predicted
trip_duration,"Solo vacation to Bangkok (2025-08-28–2025-09-04) with $2500 for 1 people, prefer resort, focusing on hiking, food, wildlife.",7,2
start_date,"Solo trip to Bangkok (2025-08-28–2025-09-04) with $2500 for 1 people, prefer resort, focusing on hiking, food, wildlife.",2025-08-28,2025-11-05
end_date,"Solo trip to Bangkok (2025-08-28–2025-09-04) with $2500 for 1 people, prefer resort, focusing on hiking, food, wildlife.",2025-09-04,2025-11-06
trip_duration,"Solo trip to Bangkok (2025-08-28–2025-09-04) with $2500 for 1 people, prefer resort, focusing on hiking, food, wildlife.",7,2
start_date,"Solo vacation to Bangkok (2025-08-28–2025-09-04) with $2500 for 1 people, prefer resort, focusing on hiking, food, wildlife.",2025-08-28,2025-11-05
end_date,"Solo vacation to Bangkok (2025-08-28–2025-09-04) with $2500 for 1 people, prefer resort, focusing on hiking, food, wildlife.",2025-09-04,2025-11-06
trip_duration,"Solo vacation to Bangkok (2025-08-28–2025-09-04) with $2500 for 1 people, prefer resort, focusing on hiking, food, wildlife.",7,2
start_date,"Looking for a 5-day couple getaway to Dubai, around $3000, staying at a hotel, mainly for wildlife, adventure.",2025-07-26,
end_date,"Looking for a 5-day couple getaway to Dubai, around $3000, staying at a hotel, mainly for wildlife, adventure.",2025-07-31,
trip_duration,"Looking for a 5-day couple getaway to Dubai, around $3000, staying at a hotel, mainly for wildlife, adventure.",5,
start_date,"Looking for a 5-day couple getaway to Dubai, around $3000, staying at a hotel, mainly for wildlife, adventure.",2025-07-26,
end_date,"Looking for a 5-day couple getaway to Dubai, around $3000, staying at a hotel, mainly for wildlife, adventure.",2025-07-31,
trip_duration,"Looking for a 5-day couple getaway to Dubai, around $3000, staying at a hotel, mainly for wildlife, adventure.",5,
start_date,"Looking for a 5-day couple holiday to Dubai, around $3000, staying at a hotel, mainly for wildlife, adventure.",2025-07-26,
end_date,"Looking for a 5-day couple holiday to Dubai, around $3000, staying at a hotel, mainly for wildlife, adventure.",2025-07-31,
trip_duration,"Looking for a 5-day couple holiday to Dubai, around $3000, staying at a hotel, mainly for wildlife, adventure.",5,
start_date,"Looking for a 8-day couple getaway to Rome, around $2000, staying at a villa, mainly for beaches, relaxation.",2025-07-10,
end_date,"Looking for a 8-day couple getaway to Rome, around $2000, staying at a villa, mainly for beaches, relaxation.",2025-07-18,
trip_duration,"Looking for a 8-day couple getaway to Rome, around $2000, staying at a villa, mainly for beaches, relaxation.",8,
start_date,"Looking for a 8-day couple getaway to Rome, around $2000, booked in a villa, mainly for beaches, relaxation.",2025-07-10,
end_date,"Looking for a 8-day couple getaway to Rome, around $2000, booked in a villa, mainly for beaches, relaxation.",2025-07-18,
trip_duration,"Looking for a 8-day couple getaway to Rome, around $2000, booked in a villa, mainly for beaches, relaxation.",8,
start_date,"Looking for a 8-day couple holiday to Rome, around $2000, booked in a villa, mainly for beaches, relaxation.",2025-07-10,
end_date,"Looking for a 8-day couple holiday to Rome, around $2000, booked in a villa, mainly for beaches, relaxation.",2025-07-18,
trip_duration,"Looking for a 8-day couple holiday to Rome, around $2000, booked in a villa, mainly for beaches, relaxation.",8,
start_date,"Solo vacation to Rome (2025-01-08–2025-01-18) with $5000 for 1 people, prefer Airbnb, focusing on relaxation, culture, nightlife.",2025-01-08,2025-11-05
end_date,"Solo vacation to Rome (2025-01-08–2025-01-18) with $5000 for 1 people, prefer Airbnb, focusing on relaxation, culture, nightlife.",2025-01-18,2025-11-06
trip_duration,"Solo vacation to Rome (2025-01-08–2025-01-18) with $5000 for 1 people, prefer Airbnb, focusing on relaxation, culture, nightlife.",10,2
start_date,"Solo trip to Rome (2025-01-08–2025-01-18) with $5000 for 1 people, prefer Airbnb, focusing on relaxation, culture, nightlife.",2025-01-08,2025-11-05
end_date,"Solo trip to Rome (2025-01-08–2025-01-18) with $5000 for 1 people, prefer Airbnb, focusing on relaxation, culture, nightlife.",2025-01-18,2025-11-06
trip_duration,"Solo trip to Rome (2025-01-08–2025-01-18) with $5000 for 1 people, prefer Airbnb, focusing on relaxation, culture, nightlife.",10,2
start_date,"Solo vacation to Rome (2025-01-08–2025-01-18) with $5000 for 1 people, prefer Airbnb, focusing on relaxation, culture, nightlife.",2025-01-08,2025-11-05
end_date,"Solo vacation to Rome (2025-01-08–2025-01-18) with $5000 for 1 people, prefer Airbnb, focusing on relaxation, culture, nightlife.",2025-01-18,2025-11-06
trip_duration,"Solo vacation to Rome (2025-01-08–2025-01-18) with $5000 for 1 people, prefer Airbnb, focusing on relaxation, culture, nightlife.",10,2
start_date,"Looking for a 4-day solo getaway to Paris, around $2000, staying at a hotel, mainly for food.",2025-06-03,
end_date,"Looking for a 4-day solo getaway to Paris, around $2000, staying at a hotel, mainly for food.",2025-06-07,
trip_duration,"Looking for a 4-day solo getaway to Paris, around $2000, staying at a hotel, mainly for food.",4,
start_date,"I want a 4-day solo getaway to Paris, around $2000, staying at a hotel, mainly for food.",2025-06-03,
end_date,"I want a 4-day solo getaway to Paris, around $2000, staying at a hotel, mainly for food.",2025-06-07,
trip_duration,"I want a 4-day solo getaway to Paris, around $2000, staying at a hotel, mainly for food.",4,
start_date,"I want a 4-day solo holiday to Paris, about $2000, staying at a hotel, mainly for food.",2025-06-03,
end_date,"I want a 4-day solo holiday to Paris, about $2000, staying at a hotel, mainly for food.",2025-06-07,
trip_duration,"I want a 4-day solo holiday to Paris, about $2000, staying at a hotel, mainly for food.",4,
start_date,"Looking for a 9-day friends getaway to New York, around $5000, staying at a villa, mainly for wildlife.",2025-03-19,
end_date,"Looking for a 9-day friends getaway to New York, around $5000, staying at a villa, mainly for wildlife.",2025-03-28,
trip_duration,"Looking for a 9-day friends getaway to New York, around $5000, staying at a villa, mainly for wildlife.",9,
start_date,"Looking for a 9-day friends getaway to New York, around $5000, staying at a villa, mainly for wildlife.",2025-03-19,
end_date,"Looking for a 9-day friends getaway to New York, around $5000, staying at a villa, mainly for wildlife.",2025-03-28,
trip_duration,"Looking for a 9-day friends getaway to New York, around $5000, staying at a villa, mainly for wildlife.",9,
start_date,"Looking for a 9-day friends getaway to New York, around $5000, staying at a villa, mainly for wildlife.",2025-03-19,
end_date,"Looking for a 9-day friends getaway to New York, around $5000, staying at a villa, mainly for wildlife.",2025-03-28,
trip_duration,"Looking for a 9-day friends getaway to New York, around $5000, staying at a villa, mainly for wildlife.",9,
start_date,"Friends vacation to London (2025-07-12–2025-07-19) with $2500 for 2 people, prefer hotel, focusing on nightlife.",2025-07-12,2025-11-05
end_date,"Friends vacation to London (2025-07-12–2025-07-19) with $2500 for 2 people, prefer hotel, focusing on nightlife.",2025-07-19,2025-11-06
trip_duration,"Friends vacation to London (2025-07-12–2025-07-19) with $2500 for 2 people, prefer hotel, focusing on nightlife.",7,2
start_date,"Friends vacation to London (2025-07-12–2025-07-19) with $2500 for 2 people, prefer hotel, focusing on nightlife.",2025-07-12,2025-11-05
end_date,"Friends vacation to London (2025-07-12–2025-07-19) with $2500 for 2 people, prefer hotel, focusing on nightlife.",2025-07-19,2025-11-06
trip_duration,"Friends vacation to London (2025-07-12–2025-07-19) with $2500 for 2 people, prefer hotel, focusing on nightlife.",7,2
start_date,"Friends vacation to London (2025-07-12–2025-07-19) with $2500 for 2 people, prefer hotel, focusing on nightlife.",2025-07-12,2025-11-05
end_date,"Friends vacation to London (2025-07-12–2025-07-19) with $2500 for 2 people, prefer hotel, focusing on nightlife.",2025-07-19,2025-11-06
trip_duration,"Friends vacation to London (2025-07-12–2025-07-19) with $2500 for 2 people, prefer hotel, focusing on nightlife.",7,2
start_date,"Looking for a 10-day friends getaway to Bali, around $800, staying at a hotel, mainly for photography, food.",2025-01-19,
end_date,"Looking for a 10-day friends getaway to Bali, around $800, staying at a hotel, mainly for photography, food.",2025-01-29,
trip_duration,"Looking for a 10-day friends getaway to Bali, around $800, staying at a hotel, mainly for photography, food.",10,
group_size,"Looking for a 10-day friends getaway to Bali, around $800, staying at a hotel, mainly for photography, food.",5,3
start_date,"Looking for a 10-day friends getaway to Bali, about $800, staying at a hotel, mainly for photography, food.",2025-01-19,
end_date,"Looking for a 10-day friends getaway to Bali, about $800, staying at a hotel, mainly for photography, food.",2025-01-29,
trip_duration,"Looking for a 10-day friends getaway to Bali, about $800, staying at a hotel, mainly for photography, food.",10,
group_size,"Looking for a 10-day friends getaway to Bali, about $800, staying at a hotel, mainly for photography, food.",5,3
start_date,"Looking for a 10-day friends holiday to Bali, around $800, booked in a hotel, mainly for photography, food.",2025-01-19,
end_date,"Looking for a 10-day friends holiday to Bali, around $800, booked in a hotel, mainly for photography, food.",2025-01-29,
trip_duration,"Looking for a 10-day friends holiday to Bali, around $800, booked in a hotel, mainly for photography, food.",10,
group_size,"Looking for a 10-day friends holiday to Bali, around $800, booked in a hotel, mainly for photography, food.",5,3
start_date,"Friends vacation to London (2025-02-27–2025-03-04) with $5000 for 2 people, prefer hotel, focusing on history, hiking.",2025-02-27,2025-11-05
end_date,"Friends vacation to London (2025-02-27–2025-03-04) with $5000 for 2 people, prefer hotel, focusing on history, hiking.",2025-03-04,2025-11-06
trip_duration,"Friends vacation to London (2025-02-27–2025-03-04) with $5000 for 2 people, prefer hotel, focusing on history, hiking.",5,2
start_date,"Friends trip to London (2025-02-27–2025-03-04) with $5000 for 2 people, prefer hotel, focusing on history, hiking.",2025-02-27,2025-11-05
end_date,"Friends trip to London (2025-02-27–2025-03-04) with $5000 for 2 people, prefer hotel, focusing on history, hiking.",2025-03-04,2025-11-06
trip_duration,"Friends trip to London (2025-02-27–2025-03-04) with $5000 for 2 people, prefer hotel, focusing on history, hiking.",5,2
start_date,"Friends vacation to London (2025-02-27–2025-03-04) with $5000 for 2 people, prefer hotel, focusing on history, hiking.",2025-02-27,2025-11-05
end_date,"Friends vacation to London (2025-02-27–2025-03-04) with $5000 for 2 people, prefer hotel, focusing on history, hiking.",2025-03-04,2025-11-06
trip_duration,"Friends vacation to London (2025-02-27–2025-03-04) with $5000 for 2 people, prefer hotel, focusing on history, hiking.",5,2
start_date,"Family vacation to New York (2025-06-03–2025-06-13) with $3000 for 5 people, prefer resort, focusing on photography.",2025-06-03,2025-11-05
end_date,"Family vacation to New York (2025-06-03–2025-06-13) with $3000 for 5 people, prefer resort, focusing on photography.",2025-06-13,2025-11-06
trip_duration,"Family vacation to New York (2025-06-03–2025-06-13) with $3000 for 5 people, prefer resort, focusing on photography.",10,2
start_date,"Family vacation to New York (2025-06-03–2025-06-13) with $3000 for 5 people, prefer resort, focusing on photography.",2025-06-03,2025-11-05
end_date,"Family vacation to New York (2025-06-03–2025-06-13) with $3000 for 5 people, prefer resort, focusing on photography.",2025-06-13,2025-11-06
trip_duration,"Family vacation to New York (2025-06-03–2025-06-13) with $3000 for 5 people, prefer resort, focusing on photography.",10,2
start_date,"Family trip to New York (2025-06-03–2025-06-13) with $3000 for 5 people, prefer resort, focusing on photography.",2025-06-03,2025-11-05
end_date,"Family trip to New York (2025-06-03–2025-06-13) with $3000 for 5 people, prefer resort, focusing on photography.",2025-06-13,2025-11-06
trip_duration,"Family trip to New York (2025-06-03–2025-06-13) with $3000 for 5 people, prefer resort, focusing on photography.",10,2
start_date,"Family vacation to Paris (2025-04-19–2025-04-29) with $5000 for 3 people, prefer resort, focusing on hiking, art.",2025-04-19,2025-11-05
end_date,"Family vacation to Paris (2025-04-19–2025-04-29) with $5000 for 3 people, prefer resort, focusing on hiking, art.",2025-04-29,2025-11-06
trip_duration,"Family vacation to Paris (2025-04-19–2025-04-29) with $5000 for 3 people, prefer resort, focusing on hiking, art.",10,2
start_date,"Family vacation to Paris (2025-04-19–2025-04-29) with $5000 for 3 people, prefer resort, focusing on hiking, art.",2025-04-19,2025-11-05
end_date,"Family vacation to Paris (2025-04-19–2025-04-29) with $5000 for 3 people, prefer resort, focusing on hiking, art.",2025-04-29,2025-11-06
trip_duration,"Family vacation to Paris (2025-04-19–2025-04-29) with $5000 for 3 people, prefer resort, focusing on hiking, art.",10,2
start_date,"Family vacation to Paris (2025-04-19–2025-04-29) with $5000 for 3 people, prefer resort, focusing on hiking, art.",2025-04-19,2025-11-05
